1.000000000000000056e-01,8.699999999999999289e+00,1.300000000000000044e+00,6.999999999999999556e-01,5.999999999999999778e-01,5.000000000000000000e-01,2.000000000000000111e-01,5.400000000000000355e+00,6.999999999999999556e-01,2.999999999999999889e-01,2.000000000000000111e-01,1.800000000000000044e+00,6.999999999999999556e-01,2.000000000000000111e-01,4.000000000000000222e-01,1.399999999999999911e+00,5.799999999999999822e+00,8.000000000000000444e-01,4.799999999999999822e+00,1.300000000000000044e+00,1.199999999999999956e+00,5.999999999999999778e-01,3.399999999999999911e+00,9.799999999999999822e-01,1.500000000000000000e+00,6.099999999999999867e-01,3.200000000000000067e-01,5.200000000000000178e+00,2.200000000000000178e+00,2.700000000000000178e+00,9.000000000000000222e-01,1.100000000000000089e+00,6.000000000000000000e+00
1.000000000000000056e-01,8.300000000000000711e+00,1.300000000000000044e+00,9.000000000000000222e-01,5.999999999999999778e-01,5.999999999999999778e-01,2.000000000000000111e-01,5.299999999999999822e+00,6.999999999999999556e-01,2.999999999999999889e-01,2.000000000000000111e-01,1.800000000000000044e+00,6.999999999999999556e-01,2.000000000000000111e-01,4.000000000000000222e-01,1.199999999999999956e+00,5.799999999999999822e+00,8.000000000000000444e-01,4.799999999999999822e+00,1.300000000000000044e+00,1.199999999999999956e+00,5.999999999999999778e-01,3.399999999999999911e+00,9.799999999999999822e-01,1.399999999999999911e+00,6.099999999999999867e-01,3.200000000000000067e-01,5.200000000000000178e+00,2.200000000000000178e+00,2.700000000000000178e+00,9.000000000000000222e-01,1.100000000000000089e+00,6.000000000000000000e+00
1.000000000000000056e-01,8.000000000000000000e+00,1.199999999999999956e+00,9.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,2.000000000000000111e-01,5.400000000000000355e+00,6.999999999999999556e-01,2.999999999999999889e-01,2.000000000000000111e-01,1.800000000000000044e+00,6.999999999999999556e-01,2.000000000000000111e-01,2.999999999999999889e-01,1.100000000000000089e+00,5.799999999999999822e+00,8.000000000000000444e-01,4.400000000000000355e+00,1.300000000000000044e+00,1.199999999999999956e+00,5.999999999999999778e-01,3.399999999999999911e+00,9.799999999999999822e-01,1.399999999999999911e+00,6.099999999999999867e-01,3.200000000000000067e-01,5.599999999999999645e+00,2.500000000000000000e+00,2.700000000000000178e+00,8.199999999999999512e-01,1.100000000000000089e+00,6.000000000000000000e+00
1.000000000000000056e-01,7.599999999999999645e+00,1.199999999999999956e+00,9.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,2.000000000000000111e-01,5.700000000000000178e+00,6.999999999999999556e-01,2.999999999999999889e-01,2.000000000000000111e-01,1.800000000000000044e+00,5.999999999999999778e-01,2.000000000000000111e-01,2.999999999999999889e-01,1.100000000000000089e+00,5.799999999999999822e+00,8.000000000000000444e-01,4.400000000000000355e+00,1.300000000000000044e+00,1.199999999999999956e+00,5.999999999999999778e-01,3.399999999999999911e+00,9.799999999999999822e-01,1.399999999999999911e+00,6.099999999999999867e-01,3.200000000000000067e-01,5.200000000000000178e+00,2.500000000000000000e+00,2.700000000000000178e+00,8.199999999999999512e-01,1.100000000000000089e+00,6.000000000000000000e+00
1.000000000000000056e-01,7.599999999999999645e+00,1.000000000000000000e+00,9.000000000000000222e-01,6.999999999999999556e-01,5.000000000000000000e-01,2.999999999999999889e-01,5.700000000000000178e+00,8.000000000000000444e-01,2.999999999999999889e-01,1.000000000000000056e-01,1.800000000000000044e+00,5.999999999999999778e-01,2.000000000000000111e-01,2.999999999999999889e-01,1.100000000000000089e+00,5.799999999999999822e+00,8.000000000000000444e-01,4.400000000000000355e+00,1.300000000000000044e+00,1.300000000000000044e+00,5.999999999999999778e-01,3.399999999999999911e+00,9.799999999999999822e-01,1.300000000000000044e+00,6.099999999999999867e-01,3.200000000000000067e-01,5.200000000000000178e+00,2.500000000000000000e+00,2.700000000000000178e+00,7.500000000000000000e-01,1.100000000000000089e+00,5.599999999999999645e+00
1.000000000000000056e-01,7.599999999999999645e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.999999999999999556e-01,5.000000000000000000e-01,2.999999999999999889e-01,5.099999999999999645e+00,8.000000000000000444e-01,2.000000000000000111e-01,1.000000000000000056e-01,1.800000000000000044e+00,5.999999999999999778e-01,2.000000000000000111e-01,2.999999999999999889e-01,1.000000000000000000e+00,5.400000000000000355e+00,8.000000000000000444e-01,4.000000000000000000e+00,1.300000000000000044e+00,1.300000000000000044e+00,5.999999999999999778e-01,3.399999999999999911e+00,1.100000000000000089e+00,1.300000000000000044e+00,6.099999999999999867e-01,3.200000000000000067e-01,4.799999999999999822e+00,2.500000000000000000e+00,3.000000000000000000e+00,7.500000000000000000e-01,1.100000000000000089e+00,5.599999999999999645e+00
1.000000000000000056e-01,7.599999999999999645e+00,1.000000000000000000e+00,9.000000000000000222e-01,5.000000000000000000e-01,5.000000000000000000e-01,4.000000000000000222e-01,5.099999999999999645e+00,8.000000000000000444e-01,2.000000000000000111e-01,1.000000000000000056e-01,1.800000000000000044e+00,6.999999999999999556e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.000000000000000000e+00,5.400000000000000355e+00,8.000000000000000444e-01,4.400000000000000355e+00,1.300000000000000044e+00,1.199999999999999956e+00,5.999999999999999778e-01,3.399999999999999911e+00,1.100000000000000089e+00,1.300000000000000044e+00,6.099999999999999867e-01,3.200000000000000067e-01,4.799999999999999822e+00,2.500000000000000000e+00,2.700000000000000178e+00,7.500000000000000000e-01,9.799999999999999822e-01,5.200000000000000178e+00
1.000000000000000056e-01,7.599999999999999645e+00,9.000000000000000222e-01,8.000000000000000444e-01,5.000000000000000000e-01,5.000000000000000000e-01,4.000000000000000222e-01,4.799999999999999822e+00,6.999999999999999556e-01,2.000000000000000111e-01,1.000000000000000056e-01,1.600000000000000089e+00,6.999999999999999556e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.000000000000000000e+00,5.400000000000000355e+00,6.999999999999999556e-01,4.799999999999999822e+00,1.500000000000000000e+00,1.199999999999999956e+00,5.999999999999999778e-01,3.399999999999999911e+00,1.100000000000000089e+00,1.300000000000000044e+00,6.099999999999999867e-01,3.200000000000000067e-01,5.200000000000000178e+00,2.500000000000000000e+00,2.500000000000000000e+00,7.500000000000000000e-01,9.799999999999999822e-01,5.200000000000000178e+00
2.000000000000000111e-01,7.299999999999999822e+00,9.000000000000000222e-01,8.000000000000000444e-01,5.000000000000000000e-01,5.000000000000000000e-01,4.000000000000000222e-01,4.599999999999999645e+00,6.999999999999999556e-01,2.000000000000000111e-01,1.000000000000000056e-01,1.600000000000000089e+00,8.000000000000000444e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.000000000000000000e+00,5.400000000000000355e+00,6.999999999999999556e-01,4.799999999999999822e+00,1.500000000000000000e+00,1.000000000000000000e+00,5.999999999999999778e-01,3.399999999999999911e+00,1.100000000000000089e+00,1.300000000000000044e+00,5.400000000000000355e-01,2.800000000000000266e-01,5.599999999999999645e+00,2.500000000000000000e+00,2.200000000000000178e+00,7.500000000000000000e-01,9.000000000000000222e-01,5.200000000000000178e+00
2.000000000000000111e-01,7.299999999999999822e+00,9.000000000000000222e-01,8.000000000000000444e-01,5.000000000000000000e-01,5.000000000000000000e-01,4.000000000000000222e-01,4.599999999999999645e+00,6.999999999999999556e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.600000000000000089e+00,6.999999999999999556e-01,2.000000000000000111e-01,2.000000000000000111e-01,9.000000000000000222e-01,5.400000000000000355e+00,6.999999999999999556e-01,4.400000000000000355e+00,1.500000000000000000e+00,1.000000000000000000e+00,5.999999999999999778e-01,3.399999999999999911e+00,1.199999999999999956e+00,1.300000000000000044e+00,5.400000000000000355e-01,2.800000000000000266e-01,5.599999999999999645e+00,2.200000000000000178e+00,2.000000000000000000e+00,6.800000000000000488e-01,9.000000000000000222e-01,5.200000000000000178e+00
4.000000000000000222e-01,7.599999999999999645e+00,9.000000000000000222e-01,8.000000000000000444e-01,5.000000000000000000e-01,5.999999999999999778e-01,4.000000000000000222e-01,4.599999999999999645e+00,6.999999999999999556e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.600000000000000089e+00,5.999999999999999778e-01,2.000000000000000111e-01,2.000000000000000111e-01,9.000000000000000222e-01,5.099999999999999645e+00,6.999999999999999556e-01,4.400000000000000355e+00,1.500000000000000000e+00,1.000000000000000000e+00,5.999999999999999778e-01,3.100000000000000089e+00,1.199999999999999956e+00,1.399999999999999911e+00,5.400000000000000355e-01,2.800000000000000266e-01,5.599999999999999645e+00,2.200000000000000178e+00,1.800000000000000044e+00,6.800000000000000488e-01,8.199999999999999512e-01,5.200000000000000178e+00
4.000000000000000222e-01,8.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000444e-01,5.000000000000000000e-01,5.999999999999999778e-01,4.000000000000000222e-01,4.599999999999999645e+00,6.999999999999999556e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.600000000000000089e+00,5.999999999999999778e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.000000000000000000e+00,4.799999999999999822e+00,6.999999999999999556e-01,4.400000000000000355e+00,1.500000000000000000e+00,1.000000000000000000e+00,5.999999999999999778e-01,3.100000000000000089e+00,1.199999999999999956e+00,1.399999999999999911e+00,4.799999999999999822e-01,2.800000000000000266e-01,5.599999999999999645e+00,2.200000000000000178e+00,1.800000000000000044e+00,7.500000000000000000e-01,7.500000000000000000e-01,5.200000000000000178e+00
2.000000000000000111e-01,7.599999999999999645e+00,1.000000000000000000e+00,8.000000000000000444e-01,5.000000000000000000e-01,5.000000000000000000e-01,2.999999999999999889e-01,4.599999999999999645e+00,5.999999999999999778e-01,2.000000000000000111e-01,1.000000000000000056e-01,1.600000000000000089e+00,5.999999999999999778e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.000000000000000000e+00,4.799999999999999822e+00,6.999999999999999556e-01,4.400000000000000355e+00,1.500000000000000000e+00,1.000000000000000000e+00,5.999999999999999778e-01,2.799999999999999822e+00,1.199999999999999956e+00,1.399999999999999911e+00,4.799999999999999822e-01,2.800000000000000266e-01,5.599999999999999645e+00,2.200000000000000178e+00,2.000000000000000000e+00,8.199999999999999512e-01,8.199999999999999512e-01,4.799999999999999822e+00
2.000000000000000111e-01,7.599999999999999645e+00,9.000000000000000222e-01,8.000000000000000444e-01,5.000000000000000000e-01,5.000000000000000000e-01,2.999999999999999889e-01,4.599999999999999645e+00,6.999999999999999556e-01,2.000000000000000111e-01,1.000000000000000056e-01,1.600000000000000089e+00,5.000000000000000000e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.000000000000000000e+00,4.799999999999999822e+00,8.000000000000000444e-01,4.799999999999999822e+00,1.500000000000000000e+00,1.000000000000000000e+00,5.999999999999999778e-01,2.799999999999999822e+00,1.300000000000000044e+00,1.399999999999999911e+00,4.799999999999999822e-01,2.800000000000000266e-01,5.599999999999999645e+00,2.500000000000000000e+00,2.000000000000000000e+00,9.000000000000000222e-01,9.000000000000000222e-01,4.400000000000000355e+00
2.000000000000000111e-01,7.299999999999999822e+00,9.000000000000000222e-01,8.000000000000000444e-01,4.000000000000000222e-01,5.000000000000000000e-01,2.999999999999999889e-01,4.599999999999999645e+00,6.999999999999999556e-01,2.000000000000000111e-01,1.000000000000000056e-01,1.600000000000000089e+00,5.000000000000000000e-01,2.000000000000000111e-01,2.000000000000000111e-01,9.000000000000000222e-01,4.799999999999999822e+00,1.000000000000000000e+00,4.799999999999999822e+00,1.300000000000000044e+00,1.000000000000000000e+00,7.199999999999999734e-01,2.600000000000000089e+00,1.300000000000000044e+00,1.399999999999999911e+00,5.400000000000000355e-01,2.800000000000000266e-01,6.000000000000000000e+00,2.500000000000000000e+00,2.000000000000000000e+00,9.000000000000000222e-01,9.000000000000000222e-01,4.799999999999999822e+00
2.000000000000000111e-01,7.000000000000000000e+00,9.000000000000000222e-01,8.000000000000000444e-01,4.000000000000000222e-01,5.000000000000000000e-01,2.000000000000000111e-01,4.599999999999999645e+00,8.000000000000000444e-01,2.000000000000000111e-01,1.000000000000000056e-01,1.600000000000000089e+00,5.000000000000000000e-01,2.999999999999999889e-01,2.000000000000000111e-01,8.000000000000000444e-01,4.799999999999999822e+00,1.000000000000000000e+00,4.400000000000000355e+00,1.300000000000000044e+00,1.000000000000000000e+00,7.199999999999999734e-01,2.600000000000000089e+00,1.300000000000000044e+00,1.399999999999999911e+00,6.099999999999999867e-01,2.800000000000000266e-01,5.599999999999999645e+00,2.500000000000000000e+00,2.200000000000000178e+00,8.199999999999999512e-01,9.000000000000000222e-01,5.200000000000000178e+00
2.000000000000000111e-01,6.799999999999999822e+00,9.000000000000000222e-01,1.300000000000000044e+00,2.999999999999999889e-01,5.000000000000000000e-01,2.000000000000000111e-01,4.599999999999999645e+00,9.000000000000000222e-01,2.000000000000000111e-01,1.000000000000000056e-01,1.600000000000000089e+00,5.000000000000000000e-01,2.999999999999999889e-01,2.000000000000000111e-01,8.000000000000000444e-01,4.400000000000000355e+00,1.000000000000000000e+00,4.400000000000000355e+00,1.300000000000000044e+00,1.000000000000000000e+00,7.199999999999999734e-01,2.399999999999999911e+00,1.300000000000000044e+00,1.399999999999999911e+00,6.800000000000000488e-01,2.800000000000000266e-01,5.200000000000000178e+00,2.500000000000000000e+00,2.200000000000000178e+00,8.199999999999999512e-01,9.000000000000000222e-01,5.200000000000000178e+00
2.000000000000000111e-01,6.500000000000000000e+00,9.000000000000000222e-01,8.000000000000000444e-01,2.999999999999999889e-01,5.000000000000000000e-01,2.000000000000000111e-01,4.599999999999999645e+00,9.000000000000000222e-01,2.000000000000000111e-01,1.000000000000000056e-01,1.500000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,2.000000000000000111e-01,8.000000000000000444e-01,4.400000000000000355e+00,1.000000000000000000e+00,4.400000000000000355e+00,1.300000000000000044e+00,1.000000000000000000e+00,5.999999999999999778e-01,2.399999999999999911e+00,1.300000000000000044e+00,1.399999999999999911e+00,6.800000000000000488e-01,4.799999999999999822e-01,5.200000000000000178e+00,2.500000000000000000e+00,2.200000000000000178e+00,7.500000000000000000e-01,8.199999999999999512e-01,4.799999999999999822e+00
2.000000000000000111e-01,6.200000000000000178e+00,8.000000000000000444e-01,6.999999999999999556e-01,2.999999999999999889e-01,5.999999999999999778e-01,2.000000000000000111e-01,4.599999999999999645e+00,9.000000000000000222e-01,2.000000000000000111e-01,1.000000000000000056e-01,1.399999999999999911e+00,5.000000000000000000e-01,2.000000000000000111e-01,2.000000000000000111e-01,8.000000000000000444e-01,4.400000000000000355e+00,1.199999999999999956e+00,4.000000000000000000e+00,1.300000000000000044e+00,1.000000000000000000e+00,5.999999999999999778e-01,2.399999999999999911e+00,1.300000000000000044e+00,1.399999999999999911e+00,6.800000000000000488e-01,5.400000000000000355e-01,5.200000000000000178e+00,2.500000000000000000e+00,2.200000000000000178e+00,7.500000000000000000e-01,7.500000000000000000e-01,5.599999999999999645e+00
2.000000000000000111e-01,6.000000000000000000e+00,8.000000000000000444e-01,8.000000000000000444e-01,2.999999999999999889e-01,5.999999999999999778e-01,2.000000000000000111e-01,4.599999999999999645e+00,9.000000000000000222e-01,2.000000000000000111e-01,1.000000000000000056e-01,1.399999999999999911e+00,5.000000000000000000e-01,2.000000000000000111e-01,2.999999999999999889e-01,9.000000000000000222e-01,4.400000000000000355e+00,1.000000000000000000e+00,4.000000000000000000e+00,1.300000000000000044e+00,1.199999999999999956e+00,5.999999999999999778e-01,2.399999999999999911e+00,1.300000000000000044e+00,1.399999999999999911e+00,6.800000000000000488e-01,4.799999999999999822e-01,5.200000000000000178e+00,2.500000000000000000e+00,2.500000000000000000e+00,7.500000000000000000e-01,7.500000000000000000e-01,7.700000000000000178e+00
2.000000000000000111e-01,5.799999999999999822e+00,8.000000000000000444e-01,9.000000000000000222e-01,2.999999999999999889e-01,5.999999999999999778e-01,2.000000000000000111e-01,4.599999999999999645e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.000000000000000056e-01,1.399999999999999911e+00,5.000000000000000000e-01,2.000000000000000111e-01,2.999999999999999889e-01,1.000000000000000000e+00,4.400000000000000355e+00,1.000000000000000000e+00,4.000000000000000000e+00,1.300000000000000044e+00,1.199999999999999956e+00,5.999999999999999778e-01,2.399999999999999911e+00,1.300000000000000044e+00,1.399999999999999911e+00,6.800000000000000488e-01,4.199999999999999845e-01,5.200000000000000178e+00,2.700000000000000178e+00,2.500000000000000000e+00,7.500000000000000000e-01,7.500000000000000000e-01,7.200000000000000178e+00
2.999999999999999889e-01,5.799999999999999822e+00,8.000000000000000444e-01,1.000000000000000000e+00,2.999999999999999889e-01,5.999999999999999778e-01,2.000000000000000111e-01,4.599999999999999645e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.000000000000000056e-01,1.399999999999999911e+00,5.000000000000000000e-01,2.000000000000000111e-01,2.999999999999999889e-01,1.100000000000000089e+00,4.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,1.199999999999999956e+00,1.000000000000000000e+00,5.999999999999999778e-01,2.600000000000000089e+00,1.300000000000000044e+00,1.399999999999999911e+00,6.099999999999999867e-01,4.199999999999999845e-01,5.200000000000000178e+00,2.700000000000000178e+00,2.500000000000000000e+00,7.500000000000000000e-01,7.500000000000000000e-01,6.799999999999999822e+00
2.000000000000000111e-01,5.799999999999999822e+00,8.000000000000000444e-01,1.000000000000000000e+00,2.999999999999999889e-01,5.999999999999999778e-01,2.000000000000000111e-01,4.599999999999999645e+00,8.000000000000000444e-01,2.000000000000000111e-01,1.000000000000000056e-01,1.399999999999999911e+00,5.000000000000000000e-01,2.000000000000000111e-01,4.000000000000000222e-01,1.100000000000000089e+00,4.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,1.199999999999999956e+00,1.199999999999999956e+00,5.999999999999999778e-01,2.600000000000000089e+00,1.300000000000000044e+00,1.399999999999999911e+00,5.400000000000000355e-01,4.199999999999999845e-01,4.799999999999999822e+00,2.500000000000000000e+00,2.200000000000000178e+00,7.500000000000000000e-01,7.500000000000000000e-01,6.000000000000000000e+00
2.000000000000000111e-01,5.599999999999999645e+00,5.999999999999999778e-01,1.000000000000000000e+00,2.999999999999999889e-01,5.999999999999999778e-01,2.000000000000000111e-01,4.599999999999999645e+00,8.000000000000000444e-01,2.000000000000000111e-01,1.000000000000000056e-01,1.399999999999999911e+00,5.000000000000000000e-01,2.000000000000000111e-01,4.000000000000000222e-01,1.100000000000000089e+00,4.000000000000000000e+00,8.000000000000000444e-01,4.000000000000000000e+00,1.199999999999999956e+00,1.199999999999999956e+00,5.999999999999999778e-01,2.799999999999999822e+00,1.199999999999999956e+00,1.399999999999999911e+00,5.400000000000000355e-01,4.199999999999999845e-01,4.799999999999999822e+00,2.500000000000000000e+00,2.200000000000000178e+00,6.800000000000000488e-01,7.500000000000000000e-01,6.000000000000000000e+00
2.000000000000000111e-01,5.400000000000000355e+00,5.999999999999999778e-01,1.000000000000000000e+00,2.999999999999999889e-01,5.999999999999999778e-01,2.000000000000000111e-01,4.599999999999999645e+00,8.000000000000000444e-01,2.999999999999999889e-01,1.000000000000000056e-01,1.399999999999999911e+00,5.000000000000000000e-01,2.000000000000000111e-01,4.000000000000000222e-01,1.100000000000000089e+00,4.000000000000000000e+00,6.999999999999999556e-01,4.000000000000000000e+00,1.300000000000000044e+00,1.199999999999999956e+00,5.999999999999999778e-01,2.799999999999999822e+00,1.100000000000000089e+00,1.399999999999999911e+00,5.400000000000000355e-01,4.199999999999999845e-01,5.200000000000000178e+00,2.200000000000000178e+00,2.200000000000000178e+00,7.500000000000000000e-01,7.500000000000000000e-01,5.599999999999999645e+00
2.000000000000000111e-01,5.599999999999999645e+00,5.999999999999999778e-01,1.000000000000000000e+00,2.999999999999999889e-01,5.000000000000000000e-01,2.000000000000000111e-01,4.299999999999999822e+00,8.000000000000000444e-01,2.999999999999999889e-01,1.000000000000000056e-01,1.399999999999999911e+00,5.000000000000000000e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.100000000000000089e+00,3.700000000000000178e+00,6.999999999999999556e-01,4.000000000000000000e+00,1.300000000000000044e+00,1.199999999999999956e+00,5.999999999999999778e-01,2.799999999999999822e+00,1.100000000000000089e+00,1.399999999999999911e+00,4.799999999999999822e-01,4.199999999999999845e-01,5.200000000000000178e+00,2.200000000000000178e+00,2.200000000000000178e+00,6.800000000000000488e-01,7.500000000000000000e-01,5.599999999999999645e+00
2.000000000000000111e-01,5.400000000000000355e+00,8.000000000000000444e-01,1.000000000000000000e+00,2.999999999999999889e-01,5.000000000000000000e-01,2.000000000000000111e-01,3.799999999999999822e+00,8.000000000000000444e-01,2.999999999999999889e-01,1.000000000000000056e-01,1.199999999999999956e+00,5.000000000000000000e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.100000000000000089e+00,3.700000000000000178e+00,6.999999999999999556e-01,4.000000000000000000e+00,1.300000000000000044e+00,1.199999999999999956e+00,5.999999999999999778e-01,2.799999999999999822e+00,9.799999999999999822e-01,1.399999999999999911e+00,4.799999999999999822e-01,4.199999999999999845e-01,4.799999999999999822e+00,2.200000000000000178e+00,2.200000000000000178e+00,6.800000000000000488e-01,7.500000000000000000e-01,5.200000000000000178e+00
1.000000000000000056e-01,5.400000000000000355e+00,9.000000000000000222e-01,8.000000000000000444e-01,2.999999999999999889e-01,5.000000000000000000e-01,2.000000000000000111e-01,3.799999999999999822e+00,8.000000000000000444e-01,2.999999999999999889e-01,1.000000000000000056e-01,1.199999999999999956e+00,4.000000000000000222e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.100000000000000089e+00,3.399999999999999911e+00,6.999999999999999556e-01,4.000000000000000000e+00,1.199999999999999956e+00,1.000000000000000000e+00,5.999999999999999778e-01,2.799999999999999822e+00,9.799999999999999822e-01,1.399999999999999911e+00,4.199999999999999845e-01,4.199999999999999845e-01,4.799999999999999822e+00,2.200000000000000178e+00,2.200000000000000178e+00,6.800000000000000488e-01,7.500000000000000000e-01,4.799999999999999822e+00
1.000000000000000056e-01,5.200000000000000178e+00,1.000000000000000000e+00,6.999999999999999556e-01,2.999999999999999889e-01,5.999999999999999778e-01,2.000000000000000111e-01,3.799999999999999822e+00,6.999999999999999556e-01,4.000000000000000222e-01,2.000000000000000111e-01,1.199999999999999956e+00,4.000000000000000222e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.100000000000000089e+00,3.399999999999999911e+00,6.999999999999999556e-01,4.000000000000000000e+00,1.199999999999999956e+00,1.000000000000000000e+00,5.999999999999999778e-01,2.799999999999999822e+00,9.799999999999999822e-01,1.399999999999999911e+00,4.199999999999999845e-01,4.199999999999999845e-01,4.799999999999999822e+00,2.200000000000000178e+00,2.200000000000000178e+00,6.800000000000000488e-01,8.199999999999999512e-01,4.799999999999999822e+00
2.999999999999999889e-01,5.200000000000000178e+00,1.199999999999999956e+00,6.999999999999999556e-01,2.999999999999999889e-01,6.999999999999999556e-01,2.999999999999999889e-01,3.799999999999999822e+00,6.999999999999999556e-01,4.000000000000000222e-01,2.000000000000000111e-01,1.399999999999999911e+00,4.000000000000000222e-01,2.999999999999999889e-01,2.000000000000000111e-01,1.100000000000000089e+00,3.399999999999999911e+00,5.999999999999999778e-01,3.700000000000000178e+00,1.300000000000000044e+00,1.000000000000000000e+00,5.999999999999999778e-01,2.799999999999999822e+00,1.100000000000000089e+00,1.300000000000000044e+00,4.199999999999999845e-01,3.699999999999999956e-01,4.400000000000000355e+00,2.500000000000000000e+00,2.000000000000000000e+00,6.800000000000000488e-01,8.199999999999999512e-01,4.400000000000000355e+00
4.000000000000000222e-01,5.200000000000000178e+00,1.300000000000000044e+00,5.999999999999999778e-01,2.999999999999999889e-01,6.999999999999999556e-01,4.000000000000000222e-01,3.799999999999999822e+00,6.999999999999999556e-01,2.999999999999999889e-01,2.000000000000000111e-01,1.399999999999999911e+00,4.000000000000000222e-01,2.999999999999999889e-01,2.000000000000000111e-01,1.100000000000000089e+00,3.399999999999999911e+00,5.999999999999999778e-01,4.000000000000000000e+00,1.300000000000000044e+00,1.000000000000000000e+00,5.999999999999999778e-01,2.600000000000000089e+00,1.100000000000000089e+00,1.300000000000000044e+00,4.199999999999999845e-01,4.199999999999999845e-01,4.400000000000000355e+00,2.500000000000000000e+00,2.000000000000000000e+00,6.800000000000000488e-01,8.199999999999999512e-01,4.400000000000000355e+00
4.000000000000000222e-01,5.000000000000000000e+00,1.300000000000000044e+00,4.000000000000000222e-01,2.000000000000000111e-01,9.000000000000000222e-01,4.000000000000000222e-01,3.600000000000000089e+00,6.999999999999999556e-01,2.999999999999999889e-01,2.000000000000000111e-01,1.399999999999999911e+00,4.000000000000000222e-01,2.999999999999999889e-01,2.000000000000000111e-01,1.100000000000000089e+00,3.399999999999999911e+00,5.999999999999999778e-01,3.399999999999999911e+00,1.100000000000000089e+00,1.000000000000000000e+00,5.999999999999999778e-01,2.600000000000000089e+00,1.199999999999999956e+00,1.300000000000000044e+00,4.199999999999999845e-01,4.199999999999999845e-01,4.400000000000000355e+00,2.200000000000000178e+00,2.000000000000000000e+00,7.500000000000000000e-01,7.500000000000000000e-01,4.099999999999999645e+00
2.999999999999999889e-01,5.000000000000000000e+00,1.300000000000000044e+00,5.000000000000000000e-01,2.999999999999999889e-01,1.000000000000000000e+00,2.999999999999999889e-01,3.600000000000000089e+00,6.999999999999999556e-01,2.999999999999999889e-01,2.000000000000000111e-01,1.199999999999999956e+00,5.000000000000000000e-01,4.000000000000000222e-01,2.000000000000000111e-01,1.199999999999999956e+00,3.700000000000000178e+00,6.999999999999999556e-01,3.399999999999999911e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.999999999999999778e-01,2.600000000000000089e+00,1.199999999999999956e+00,1.300000000000000044e+00,4.199999999999999845e-01,4.199999999999999845e-01,3.799999999999999822e+00,2.500000000000000000e+00,2.200000000000000178e+00,7.500000000000000000e-01,6.800000000000000488e-01,4.099999999999999645e+00
2.999999999999999889e-01,5.000000000000000000e+00,1.199999999999999956e+00,5.000000000000000000e-01,2.999999999999999889e-01,9.000000000000000222e-01,2.000000000000000111e-01,3.600000000000000089e+00,8.000000000000000444e-01,2.999999999999999889e-01,2.000000000000000111e-01,1.000000000000000000e+00,5.000000000000000000e-01,4.000000000000000222e-01,2.000000000000000111e-01,1.199999999999999956e+00,3.700000000000000178e+00,8.000000000000000444e-01,3.399999999999999911e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.999999999999999778e-01,2.600000000000000089e+00,1.199999999999999956e+00,1.300000000000000044e+00,4.199999999999999845e-01,3.699999999999999956e-01,3.500000000000000000e+00,2.200000000000000178e+00,2.500000000000000000e+00,7.500000000000000000e-01,6.099999999999999867e-01,4.099999999999999645e+00
2.999999999999999889e-01,5.000000000000000000e+00,1.199999999999999956e+00,5.999999999999999778e-01,2.999999999999999889e-01,9.000000000000000222e-01,2.000000000000000111e-01,3.600000000000000089e+00,9.000000000000000222e-01,2.999999999999999889e-01,1.000000000000000056e-01,1.000000000000000000e+00,5.000000000000000000e-01,2.999999999999999889e-01,2.000000000000000111e-01,1.199999999999999956e+00,3.700000000000000178e+00,8.000000000000000444e-01,3.399999999999999911e+00,1.199999999999999956e+00,1.000000000000000000e+00,5.999999999999999778e-01,2.600000000000000089e+00,1.199999999999999956e+00,1.199999999999999956e+00,4.199999999999999845e-01,3.200000000000000067e-01,3.500000000000000000e+00,2.200000000000000178e+00,2.500000000000000000e+00,7.500000000000000000e-01,6.099999999999999867e-01,3.799999999999999822e+00
